# Program:featureCounts v1.6.2; Command:"/home/lzc/soft/subread-1.6.2-source/bin/featureCounts" "-t" "exon" "-g" "gene_id" "-s" "1" "-a" "./genome/GCF_000191905.1_ASM19190v1_genomic.gtf" "-o" "/home/lzc/project/117_ZK005/results/3.Expression/genes_count.txt" "/home/lzc/project/117_ZK005/mapping/bam/824_24h_1.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/824_24h_2.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/824_24h_3.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/824_6h_1.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/824_6h_2.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/824_6h_3.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/F_3_24h_1.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/F_3_24h_2.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/F_3_24h_3.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/F_3_6h_1.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/F_3_6h_2.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/F_3_6h_3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/lzc/project/117_ZK005/mapping/bam/824_24h_1.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/824_24h_2.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/824_24h_3.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/824_6h_1.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/824_6h_2.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/824_6h_3.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/F_3_24h_1.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/F_3_24h_2.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/F_3_24h_3.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/F_3_6h_1.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/F_3_6h_2.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/F_3_6h_3.sorted.bam
gene2329	NC_017295.1	2370421	2370492	-	72	0	0	0	7	1	3	0	0	0	3	0	1
gene2330	NC_017295.1	2370583	2370870	-	288	3	7	6	57	23	61	23	20	19	20	12	11
gene2331	NC_017295.1	2371088	2372875	-	1788	144	146	125	1359	1193	2452	1221	996	992	2659	1345	1132
gene2332	NC_017295.1	2372802	2372984	-	183	0	0	0	0	0	0	0	0	0	0	0	0
gene2333	NC_017295.1	2372991	2374421	-	1431	75	87	72	230	88	263	236	166	167	132	87	61
gene2334	NC_017295.1	2374442	2375041	-	600	24	32	36	147	73	176	79	76	69	48	52	34
gene2335	NC_017295.1	2375052	2375501	-	450	18	17	13	81	36	57	24	8	16	13	6	14
gene2336	NC_017295.1	2375512	2377734	-	2223	124	203	148	354	268	785	966	639	743	520	373	262
gene2337	NC_017295.1	2377869	2378387	-	519	11	7	6	63	45	61	57	44	51	38	15	28
gene2338	NC_017295.1	2378496	2379365	-	870	7	10	12	125	45	87	110	98	89	51	36	42
gene2339	NC_017295.1	2379470	2380372	-	903	60	114	74	2002	1371	2921	2377	2299	2098	2984	1439	1349
gene2340	NC_017295.1	2380372	2381625	-	1254	195	266	172	1327	1418	3653	2792	3019	2914	3302	1588	1288
gene2341	NC_017295.1	2381880	2383244	-	1365	25	75	44	154	64	163	135	96	77	130	60	71
gene2342	NC_017295.1	2383496	2383636	-	141	67	91	91	68	80	249	304	272	208	159	95	50
gene2343	NC_017295.1	2383704	2384075	-	372	18	17	12	153	103	227	139	108	94	151	103	134
gene2344	NC_017295.1	2384165	2384449	-	285	32	72	63	103	84	196	330	349	235	158	84	76
gene2345	NC_017295.1	2384482	2385612	-	1131	22	42	31	119	88	248	216	192	166	142	92	72
gene2346	NC_017295.1	2385630	2386655	-	1026	24	49	20	402	321	756	457	498	386	679	363	302
gene2347	NC_017295.1	2386692	2387741	-	1050	66	85	55	338	348	781	278	273	230	631	351	276
gene2348	NC_017295.1	2387754	2388359	-	606	28	31	30	192	118	339	302	204	246	321	157	154
gene2349	NC_017295.1	2388415	2389062	-	648	2	11	3	50	21	35	26	20	41	27	16	12
gene2350	NC_017295.1	2389267	2390622	-	1356	86	138	77	1246	830	2007	494	525	601	2792	1500	948
gene2351	NC_017295.1	2390619	2391764	-	1146	21	26	14	841	939	1972	328	252	310	2092	1182	876
gene2352	NC_017295.1	2392136	2392525	+	390	2	1	1	43	70	176	101	76	123	124	55	40
gene2353	NC_017295.1	2392604	2394976	-	2373	9	10	9	205	77	140	36	37	36	39	32	29
gene2354	NC_017295.1	2395257	2395433	-	177	0	0	0	10	3	3	0	0	0	0	0	1
gene2355	NC_017295.1	2395559	2395771	+	213	0	0	0	5	2	3	0	0	3	2	2	1
gene2356	NC_017295.1	2395806	2396360	+	555	11852	11720	6540	9249	13443	30566	23176	16083	28651	23823	17280	11757
gene2357	NC_017295.1	2397298	2398038	-	741	101	113	89	466	472	1399	755	714	667	1054	534	459
gene2358	NC_017295.1	2398175	2398819	-	645	2	1	7	62	24	38	5	1	14	12	2	16
gene2359	NC_017295.1	2398854	2400257	-	1404	3	4	5	83	33	58	22	9	13	17	11	17
gene2360	NC_017295.1	2400270	2401166	-	897	22	17	16	91	49	95	57	17	36	44	23	42
gene2361	NC_017295.1	2401190	2402971	-	1782	15	10	5	340	210	673	231	219	188	383	198	170
gene2362	NC_017295.1	2403069	2403728	-	660	0	1	0	36	12	20	3	6	5	6	9	4
gene2363	NC_017295.1	2403976	2406405	+	2430	1652	1668	1356	2942	5126	12689	6508	5816	7152	14516	9212	5524
gene2364	NC_017295.1	2406456	2407025	-	570	2	1	3	32	13	26	15	9	10	7	12	4
gene2365	NC_017295.1	2407027	2407386	-	360	0	1	0	1	3	1	0	0	1	2	0	0
gene2366	NC_017295.1	2407379	2408407	-	1029	3	1	3	104	31	64	1	4	1	7	6	22
gene2367	NC_017295.1	2408418	2408876	-	459	0	0	0	5	0	4	2	0	0	1	0	0
gene2368	NC_017295.1	2408971	2409729	-	759	22	30	11	193	383	1079	191	179	183	969	525	339
gene2369	NC_017295.1	2409763	2410194	-	432	4	4	1	147	131	302	34	29	21	125	71	84
gene2370	NC_017295.1	2410208	2410543	-	336	0	6	4	42	45	71	3	2	8	42	18	26
gene2371	NC_017295.1	2410715	2412460	-	1746	19	22	16	187	80	103	264	239	241	115	61	74
gene2372	NC_017295.1	2412490	2413125	-	636	63	58	59	205	306	733	577	460	479	483	269	243
gene2373	NC_017295.1	2413287	2413850	-	564	11	13	10	112	29	49	40	37	35	19	16	10
gene2374	NC_017295.1	2413978	2414889	-	912	10	20	11	88	50	113	193	183	102	93	50	56
gene2375	NC_017295.1	2414882	2416015	-	1134	29	32	40	323	192	407	460	620	434	433	172	180
gene2376	NC_017295.1	2416020	2417438	-	1419	42	49	36	1471	1142	2536	1180	1599	1177	2236	1016	1088
gene2377	NC_017295.1	2417542	2418384	-	843	14	43	20	323	422	1247	787	783	557	743	399	381
gene2378	NC_017295.1	2418402	2419271	-	870	27	49	22	349	239	367	519	611	447	531	199	244
gene2379	NC_017295.1	2419355	2420107	-	753	23	13	7	164	145	489	200	197	150	304	117	133
gene2380	NC_017295.1	2420158	2421378	-	1221	47	66	37	1320	1360	3977	1499	1826	1306	3149	1363	1349
gene2381	NC_017295.1	2421385	2422377	-	993	7	6	4	84	78	204	118	124	102	130	72	59
gene2382	NC_017295.1	2422392	2423288	-	897	90	58	73	492	566	1239	451	346	455	1195	552	505
gene2383	NC_017295.1	2423363	2423626	+	264	1	1	1	12	6	20	5	3	6	20	2	9
gene2384	NC_017295.1	2423687	2425630	+	1944	68	89	54	1444	1005	2250	1439	1483	1591	1861	837	996
gene2385	NC_017295.1	2425741	2426688	+	948	25	53	36	569	338	795	1480	1477	1422	656	315	336
gene2386	NC_017295.1	2426812	2429109	-	2298	1018	1363	1023	6178	4909	14883	3944	3625	3834	10836	6789	5041
gene2387	NC_017295.1	2429605	2430915	-	1311	20	45	34	173	89	214	178	147	135	139	67	86
gene2388	NC_017295.1	2430929	2434063	-	3135	76	138	71	847	480	943	602	586	609	691	351	395
gene2389	NC_017295.1	2434097	2435356	-	1260	25	22	18	350	121	223	173	119	102	118	48	93
gene2390	NC_017295.1	2435414	2436190	-	777	33	41	31	1611	893	1628	743	881	975	1333	454	925
gene2391	NC_017295.1	2436211	2437596	-	1386	232	290	222	2443	1616	3285	2381	2196	2810	2854	1165	1730
gene2392	NC_017295.1	2438025	2438582	-	558	57	51	36	292	221	552	573	540	769	530	257	258
gene2393	NC_017295.1	2438679	2439734	-	1056	1001	1436	990	9045	7513	18008	10981	11766	16180	17187	8666	8204
gene2394	NC_017295.1	2439777	2440643	-	867	797	1116	750	8702	8748	21475	5971	5984	7954	17400	8144	8505
gene2395	NC_017295.1	2440748	2441653	-	906	690	1037	698	2550	2872	7804	3632	3411	4707	7080	4013	2892
gene2396	NC_017295.1	2441682	2442593	-	912	435	564	492	537	667	2080	1113	697	1021	1567	979	713
gene2397	NC_017295.1	2442687	2443760	-	1074	23	60	34	301	176	340	134	84	144	169	101	128
gene2398	NC_017295.1	2443833	2445560	-	1728	504	557	485	1330	2477	6296	2919	1793	2870	4270	3066	2066
gene2399	NC_017295.1	2445889	2447352	+	1464	131	158	145	2192	1532	4617	3130	3131	2984	3430	1783	1780
gene2400	NC_017295.1	2447395	2447847	-	453	13	11	8	126	58	202	174	165	158	139	95	61
gene2401	NC_017295.1	2447857	2450223	-	2367	52	78	76	448	220	498	240	194	199	367	180	173
gene2402	NC_017295.1	2450225	2452588	-	2364	25	23	21	299	97	188	66	36	51	56	57	53
gene2403	NC_017295.1	2452782	2453561	-	780	48	55	43	234	119	274	149	126	156	267	213	103
gene2404	NC_017295.1	2453657	2454205	-	549	15	27	15	54	44	88	51	34	35	96	50	33
gene2405	NC_017295.1	2454226	2455332	-	1107	33	36	23	140	92	160	77	75	108	174	96	64
gene2406	NC_017295.1	2455325	2456131	-	807	16	18	18	47	35	62	32	31	41	42	25	32
gene2407	NC_017295.1	2456157	2456978	-	822	10	4	4	44	11	17	12	5	7	23	8	9
gene2408	NC_017295.1	2457109	2457840	-	732	10	19	13	81	32	81	81	91	95	40	18	21
gene2409	NC_017295.1	2457885	2458676	-	792	3	2	6	42	11	18	4	1	8	8	5	3
gene2410	NC_017295.1	2458689	2459474	-	786	1	2	0	38	8	13	5	6	2	4	0	1
gene2411	NC_017295.1	2459467	2460561	-	1095	12	21	10	81	28	43	64	83	82	23	23	31
gene2412	NC_017295.1	2460589	2461347	-	759	2	1	1	46	9	15	1	2	5	7	1	2
gene2413	NC_017295.1	2461495	2461776	-	282	0	0	0	17	3	1	0	2	1	1	1	2
gene2414	NC_017295.1	2461790	2462800	-	1011	5	13	8	111	24	46	12	11	19	8	6	9
gene2415	NC_017295.1	2462824	2463963	-	1140	2	6	2	122	30	55	6	7	7	7	13	7
gene2416	NC_017295.1	2464061	2464684	-	624	30	26	11	66	35	104	38	16	27	27	16	25
gene2417	NC_017295.1	2464887	2467265	-	2379	294	289	206	975	557	1581	503	471	408	1237	412	430
gene2418	NC_017295.1	2467287	2468306	-	1020	30	40	26	336	232	670	91	84	77	329	111	138
gene2419	NC_017295.1	2468647	2469432	-	786	61	58	36	158	85	188	98	62	55	81	35	60
gene2420	NC_017295.1	2469493	2469852	-	360	39	74	55	120	65	240	69	31	41	44	51	70
gene2421	NC_017295.1	2469882	2470079	-	198	4	13	10	37	28	125	14	13	10	14	14	34
gene2422	NC_017295.1	2470100	2470627	-	528	22	31	24	281	171	577	50	51	37	86	65	129
gene2423	NC_017295.1	2470815	2472728	-	1914	276	274	252	958	1010	2613	685	481	602	1786	885	806
gene2424	NC_017295.1	2473093	2473968	-	876	1	0	1	81	8	20	0	0	2	2	0	2
gene2425	NC_017295.1	2474134	2474838	+	705	8	13	8	122	151	319	206	192	266	280	125	143
gene2426	NC_017295.1	2474916	2475113	-	198	5	1	0	50	37	63	59	43	77	61	27	27
gene2427	NC_017295.1	2475353	2475769	+	417	515	608	500	9470	11717	33265	6661	6053	8549	18587	11432	10189
gene2428	NC_017295.1	2476016	2478274	+	2259	303	316	232	10010	11288	30306	6109	7583	8399	13639	7497	8496
gene2429	NC_017295.1	2478358	2478522	-	165	0	0	0	2	0	0	0	0	0	0	0	0
gene2430	NC_017295.1	2478500	2478901	-	402	0	0	0	18	3	13	0	1	0	4	1	0
gene2431	NC_017295.1	2478909	2479238	-	330	0	0	2	21	9	3	1	1	0	8	1	3
gene2432	NC_017295.1	2479320	2479393	-	74	1	0	0	1	1	8	0	2	1	1	0	1
gene2433	NC_017295.1	2479402	2479476	-	75	0	0	0	1	5	10	1	3	0	12	2	5
gene2434	NC_017295.1	2479489	2479564	-	76	0	1	0	5	20	62	5	4	5	49	23	28
gene2435	NC_017295.1	2479569	2479645	-	77	1	1	0	12	30	151	13	19	23	72	26	44
gene2436	NC_017295.1	2479670	2479745	-	76	1	4	3	167	279	978	74	93	118	494	215	318
gene2437	NC_017295.1	2479808	2480701	-	894	46	63	54	254	290	803	344	258	262	652	298	294
gene2438	NC_017295.1	2480691	2481449	-	759	14	19	12	97	42	80	93	97	83	81	36	32
gene2439	NC_017295.1	2481463	2481726	-	264	3	1	0	23	12	17	2	4	3	3	1	1
gene2440	NC_017295.1	2481881	2482051	-	171	30	53	26	94	55	113	121	142	112	81	44	40
gene2441	NC_017295.1	2482132	2483001	-	870	63	57	38	182	99	188	188	169	124	144	92	103
gene2442	NC_017295.1	2483010	2483963	-	954	191	234	128	203	122	239	600	544	414	252	158	115
gene2443	NC_017295.1	2484025	2485389	-	1365	474	463	294	335	282	629	1242	839	969	450	352	226
gene2444	NC_017295.1	2485340	2485750	-	411	39	40	37	84	38	115	155	106	122	29	34	31
gene2445	NC_017295.1	2486370	2487251	+	882	530	517	435	874	893	2217	2096	1730	2126	1697	1440	834
gene2446	NC_017295.1	2487266	2488018	+	753	823	661	514	1291	1061	2755	3087	2883	3311	2297	1708	1104
gene2447	NC_017295.1	2488140	2489327	-	1188	105	108	68	424	393	980	695	658	547	549	373	313
gene2448	NC_017295.1	2489542	2490252	+	711	253	308	184	613	930	2877	1090	959	1147	2380	1398	995
gene2449	NC_017295.1	2490310	2490999	-	690	192	290	178	1426	2323	5392	1195	1021	1300	5304	2564	2108
gene2450	NC_017295.1	2491112	2491879	-	768	0	3	0	41	14	29	14	10	25	157	114	56
gene2451	NC_017295.1	2492082	2492279	+	198	0	1	0	12	0	2	0	0	0	0	0	0
gene2452	NC_017295.1	2492400	2492927	+	528	111	125	94	870	476	665	964	802	1369	1137	540	542
gene2453	NC_017295.1	2492924	2493805	-	882	10	11	9	112	48	73	99	73	114	94	35	59
gene2454	NC_017295.1	2493953	2494207	+	255	44	56	34	36	29	84	132	104	117	27	21	20
gene2455	NC_017295.1	2494285	2495448	-	1164	56	55	33	153	66	146	142	120	154	54	52	46
gene2456	NC_017295.1	2495430	2496317	-	888	0	1	1	116	29	55	0	0	3	7	9	11
gene2457	NC_017295.1	2496463	2497500	+	1038	14	13	9	215	88	157	35	38	41	120	93	54
gene2458	NC_017295.1	2497525	2498751	+	1227	43	48	28	140	75	170	60	52	42	110	93	41
gene2459	NC_017295.1	2498819	2500558	-	1740	15	17	12	277	93	222	81	64	75	169	66	77
gene2460	NC_017295.1	2500559	2502292	-	1734	31	40	23	199	97	166	62	52	74	101	47	69
gene2461	NC_017295.1	2502441	2503301	+	861	18	8	15	92	77	157	189	152	190	116	74	80
gene2462	NC_017295.1	2503723	2504259	+	537	8	5	2	67	45	69	109	110	124	88	30	43
gene2463	NC_017295.1	2504325	2505167	-	843	2	1	2	64	10	38	7	6	9	14	6	9
gene2464	NC_017295.1	2505270	2505986	-	717	0	0	0	29	11	34	15	10	12	39	9	10
gene2465	NC_017295.1	2506036	2507331	-	1296	4	3	2	114	24	52	12	9	16	15	7	14
gene2466	NC_017295.1	2507414	2510059	-	2646	158	164	136	1562	966	2934	406	323	347	2460	937	1051
gene2467	NC_017295.1	2510515	2511048	+	534	14	16	11	137	31	41	56	71	45	69	27	40
gene2468	NC_017295.1	2511086	2515381	-	4296	933	914	680	2269	1853	4762	2397	2530	2292	4495	1691	2073
gene2469	NC_017295.1	2515592	2515951	+	360	8	7	3	57	30	75	52	52	71	319	208	100
gene2470	NC_017295.1	2516068	2520522	-	4455	112	148	102	714	431	890	1085	1072	1078	1123	672	489
gene2471	NC_017295.1	2520537	2521412	-	876	46	57	37	86	91	178	229	167	214	150	87	59
gene2472	NC_017295.1	2521477	2522637	-	1161	143	162	112	192	301	742	607	409	554	639	485	256
gene2473	NC_017295.1	2522640	2523878	-	1239	309	323	170	1212	1237	1993	1549	1364	2062	2159	1159	1166
gene2474	NC_017295.1	2523844	2524239	-	396	59	71	32	102	81	170	184	128	173	155	110	92
gene2475	NC_017295.1	2524261	2525427	-	1167	276	286	164	975	828	1813	1366	1071	1562	1570	1039	835
gene2476	NC_017295.1	2525660	2526853	-	1194	116	151	104	289	113	220	230	227	201	245	102	127
gene2477	NC_017295.1	2526875	2527519	-	645	7	9	12	44	21	36	19	6	9	17	7	9
gene2478	NC_017295.1	2527521	2528771	-	1251	35	41	25	146	54	75	52	35	37	22	27	43
gene2479	NC_017295.1	2528970	2529932	-	963	57	68	43	166	107	127	33	23	36	201	66	100
gene2480	NC_017295.1	2529969	2530469	-	501	274	304	263	98	133	397	159	157	147	376	250	159
gene2481	NC_017295.1	2530566	2532149	-	1584	1252	1145	846	1422	2957	7195	1689	1365	1830	7111	4123	3058
gene2482	NC_017295.1	2532291	2532785	-	495	29	37	43	113	59	146	68	44	63	58	44	44
gene2483	NC_017295.1	2533122	2533829	+	708	79	115	72	266	364	1099	720	721	665	1059	781	476
gene2484	NC_017295.1	2534107	2534895	+	789	366	392	335	6256	4959	11428	5701	6523	8333	7811	4797	4860
gene2485	NC_017295.1	2535041	2535913	+	873	10	14	8	115	52	123	122	135	170	130	74	54
gene2486	NC_017295.1	2535840	2536979	+	1140	31	30	24	216	118	250	255	298	303	249	152	130
gene2487	NC_017295.1	2537016	2538122	-	1107	26	28	28	134	72	142	156	94	124	97	51	60
gene2488	NC_017295.1	2538145	2539017	-	873	11	10	9	96	25	53	15	7	7	19	18	17
gene2489	NC_017295.1	2539036	2539827	-	792	4	5	15	49	17	20	26	16	22	10	12	13
gene2490	NC_017295.1	2539998	2540849	+	852	164	213	138	1517	2713	6655	1151	1057	1381	3712	2498	2505
gene2491	NC_017295.1	2541071	2541997	+	927	7	4	1	59	18	42	79	59	89	149	145	33
gene2492	NC_017295.1	2541969	2543060	+	1092	22	7	12	75	57	97	98	58	109	286	246	82
gene2493	NC_017295.1	2543048	2544007	+	960	34	25	19	127	44	118	108	72	106	206	214	36
gene2494	NC_017295.1	2544055	2544933	+	879	209	197	186	1183	1147	2748	1544	1574	2222	2223	1515	1068
gene2495	NC_017295.1	2545297	2545761	+	465	167	180	142	236	164	468	897	925	890	404	265	215
gene2496	NC_017295.1	2545801	2547705	-	1905	155	255	171	2365	2316	5786	5386	5118	5832	4823	2686	2367
gene2497	NC_017295.1	2547850	2548869	-	1020	52	67	39	1516	976	1909	1538	1500	1851	1804	839	955
gene2498	NC_017295.1	2549033	2550334	+	1302	12274	10766	7960	3259	3868	9637	20388	11011	19771	6205	6346	3516
gene2499	NC_017295.1	2550336	2551814	-	1479	2273	1498	1021	560	605	1397	4206	1811	3597	839	841	523
gene2500	NC_017295.1	2551811	2552485	-	675	2	3	1	111	51	134	37	55	36	60	36	29
gene2501	NC_017295.1	2552511	2553713	-	1203	30	41	24	245	198	452	293	197	219	321	165	152
gene2502	NC_017295.1	2553882	2554481	+	600	106	130	80	1097	1008	2701	1011	1040	1051	1852	1102	975
gene2503	NC_017295.1	2554817	2555359	+	543	63	53	36	926	721	1586	569	628	603	1218	607	677
gene2504	NC_017295.1	2555339	2556160	-	822	67	62	42	1105	867	2026	667	759	720	1577	761	837
gene2505	NC_017295.1	2556173	2556973	-	801	31	21	17	426	181	314	303	239	274	466	162	202
gene2506	NC_017295.1	2557469	2558884	+	1416	661	779	503	2743	3125	7439	2458	2522	3489	7089	4705	3136
gene2507	NC_017295.1	2558904	2559932	+	1029	187	246	120	1448	2205	6023	1709	2062	2344	5037	3172	2277
gene2508	NC_017295.1	2559929	2561092	+	1164	99	124	90	1549	1914	5439	1727	1909	2152	4583	2941	2117
gene2509	NC_017295.1	2561097	2561363	+	267	12	16	8	170	92	175	148	162	177	304	148	97
gene2510	NC_017295.1	2561521	2562696	+	1176	903	1023	825	4081	6546	16486	5067	3436	5981	13819	8218	6452
gene2511	NC_017295.1	2562834	2563367	+	534	567	631	481	6966	3723	8650	3860	2954	5668	10717	5963	4130
gene2512	NC_017295.1	2563423	2563971	-	549	8	7	4	45	47	68	25	16	18	70	35	30
gene2513	NC_017295.1	2564423	2565562	+	1140	8766	6625	5825	4165	6395	22236	12120	5509	13517	20922	6740	12545
gene2514	NC_017295.1	2565594	2566796	+	1203	13918	12428	10504	10996	9099	25711	18047	8215	23380	29660	8708	17877
gene2515	NC_017295.1	2566865	2567242	+	378	5899	5019	4069	620	907	3056	3859	1630	4379	2820	1071	1530
gene2516	NC_017295.1	2567289	2568329	-	1041	3052	2265	1504	534	325	989	1678	1020	1947	1231	455	578
gene2517	NC_017295.1	2568504	2568929	+	426	537	399	364	345	873	2293	1195	411	949	1791	676	1211
gene2518	NC_017295.1	2569011	2569742	-	732	55	70	50	165	55	97	120	87	130	97	37	53
gene2519	NC_017295.1	2569865	2570689	-	825	3	5	2	111	19	27	1	2	0	2	5	2
gene2520	NC_017295.1	2570706	2571431	-	726	8	9	11	63	7	14	1	2	2	2	1	1
gene2521	NC_017295.1	2571601	2571999	-	399	6	11	9	32	2	6	2	2	0	0	0	3
gene2522	NC_017295.1	2572085	2572342	-	258	20	9	11	49	17	18	0	0	0	0	4	7
gene2523	NC_017295.1	2572873	2573727	-	855	462	357	312	82	43	150	264	158	130	148	51	72
gene2524	NC_017295.1	2573729	2575405	-	1677	1582	1246	1062	403	227	737	1431	875	800	914	377	434
gene2525	NC_017295.1	2575707	2576252	+	546	3	2	1	45	17	27	11	11	5	14	11	5
gene2526	NC_017295.1	2576360	2577160	-	801	8	17	4	70	27	31	29	25	26	26	6	11
gene2527	NC_017295.1	2577184	2577966	-	783	1	9	7	99	12	19	11	6	9	13	5	5
gene2528	NC_017295.1	2577987	2578820	-	834	0	2	0	132	20	23	1	2	1	4	0	6
gene2529	NC_017295.1	2579181	2579600	-	420	3	0	0	37	17	19	14	15	9	26	7	15
gene2530	NC_017295.1	2579873	2580667	-	795	43	46	35	180	131	290	219	319	240	370	158	161
gene2531	NC_017295.1	2580759	2581157	+	399	26	36	22	116	84	173	277	328	270	171	99	78
gene2532	NC_017295.1	2581326	2581649	-	324	14	8	8	33	25	51	73	98	70	44	37	17
gene2533	NC_017295.1	2581668	2582090	-	423	0	2	1	14	6	17	2	2	2	4	0	2
gene2534	NC_017295.1	2582445	2582684	-	240	8	9	8	32	9	26	7	3	3	6	3	5
gene2535	NC_017295.1	2582890	2583477	-	588	1	0	2	70	14	39	3	2	3	8	2	4
gene2536	NC_017295.1	2583628	2584380	+	753	73	57	57	286	166	361	547	434	524	340	188	143
gene2537	NC_017295.1	2584444	2584680	+	237	28	23	25	40	13	43	10	10	4	13	6	14
gene2538	NC_017295.1	2584681	2585133	+	453	179	222	217	115	69	171	177	132	158	47	39	56
gene2539	NC_017295.1	2585290	2585754	+	465	92	105	51	830	398	796	570	612	575	777	372	423
gene2540	NC_017295.1	2585769	2586113	-	345	46	62	29	599	290	486	307	328	322	534	258	295
gene2541	NC_017295.1	2586145	2587104	-	960	0	2	2	61	20	47	7	23	8	17	4	11
gene2542	NC_017295.1	2587251	2588081	-	831	12	19	6	185	154	292	296	386	279	237	110	120
gene2543	NC_017295.1	2588259	2588705	-	447	2	5	4	61	32	54	27	43	28	13	15	9
gene2544	NC_017295.1	2588707	2589237	-	531	3	5	2	59	29	40	38	17	28	18	17	18
gene2545	NC_017295.1	2589252	2589785	-	534	5	2	0	29	8	21	10	4	4	14	6	8
gene2546	NC_017295.1	2589934	2590530	-	597	92	75	58	159	153	296	468	334	379	211	167	106
gene2547	NC_017295.1	2590835	2591797	+	963	19	26	9	583	361	689	566	616	543	707	382	358
gene2548	NC_017295.1	2591834	2592796	-	963	18	28	22	197	148	493	324	307	348	325	209	137
gene2549	NC_017295.1	2593057	2594385	-	1329	54	47	26	98	33	38	7	5	6	11	11	8
gene2550	NC_017295.1	2594476	2594913	-	438	2	0	0	6	4	9	0	2	3	1	2	1
gene2551	NC_017295.1	2595053	2595562	+	510	228	251	195	777	541	1088	1934	1835	1999	1348	851	636
gene2552	NC_017295.1	2595624	2596178	-	555	271	295	210	720	589	1184	1765	1741	1843	1169	805	598
gene2553	NC_017295.1	2596291	2596473	+	183	33	54	33	22	10	5	70	49	79	10	9	4
gene2554	NC_017295.1	2596484	2597788	-	1305	218	281	167	284	82	128	372	178	320	110	84	73
gene2555	NC_017295.1	2598133	2598600	+	468	18	26	8	48	50	60	78	62	94	58	38	23
gene2556	NC_017295.1	2598643	2598933	-	291	21	26	10	50	39	38	54	39	76	50	24	28
gene2557	NC_017295.1	2598949	2600214	-	1266	96	104	92	137	80	156	109	88	89	68	39	41
gene2558	NC_017295.1	2600376	2600786	-	411	7	11	8	48	15	20	9	4	11	18	8	11
gene2559	NC_017295.1	2600840	2601034	-	195	7	4	6	12	4	4	2	1	6	0	1	2
gene2560	NC_017295.1	2601177	2601803	+	627	118	115	80	212	234	415	650	549	794	416	230	184
gene2561	NC_017295.1	2601886	2602641	-	756	32	33	18	91	66	115	171	134	188	99	65	47
gene2562	NC_017295.1	2603629	2605548	+	1920	14	22	11	285	104	214	22	27	17	50	26	38
gene2563	NC_017295.1	2605653	2609174	+	3522	37	40	37	459	258	577	207	184	169	264	180	166
gene2564	NC_017295.1	2609256	2609852	-	597	19	17	9	137	215	541	156	140	163	301	203	199
gene2565	NC_017295.1	2610048	2610395	+	348	0	4	2	20	23	65	51	43	39	46	27	25
gene2566	NC_017295.1	2610395	2610733	+	339	1	3	5	73	58	128	143	159	146	106	60	42
gene2567	NC_017295.1	2610808	2611227	-	420	2	1	0	65	31	64	75	82	68	48	19	18
gene2568	NC_017295.1	2611459	2611632	-	174	4	10	3	35	11	31	16	10	10	24	19	11
gene2569	NC_017295.1	2611736	2612197	-	462	14	31	21	80	54	101	47	51	44	80	44	40
gene2570	NC_017295.1	2612401	2615529	+	3129	924	1018	610	5351	9437	24873	5848	6521	7077	24302	11506	9993
gene2571	NC_017295.1	2615654	2615860	-	207	121	131	102	181	251	759	314	351	353	675	320	236
gene2572	NC_017295.1	2615875	2616423	-	549	665	739	433	577	1023	3256	1218	1116	1280	2725	1397	1137
gene2573	NC_017295.1	2616602	2617096	-	495	89	108	73	134	52	78	24	13	33	34	16	18
gene2574	NC_017295.1	2617496	2618095	-	600	1	1	0	46	5	18	1	1	1	3	1	2
gene2575	NC_017295.1	2618150	2618734	-	585	3	2	0	26	7	9	1	0	0	0	3	2
gene2576	NC_017295.1	2619076	2619261	+	186	1	0	2	11	2	6	3	5	4	3	3	1
gene2577	NC_017295.1	2619752	2620081	+	330	23	24	19	604	351	899	522	515	584	614	332	393
gene2578	NC_017295.1	2620264	2623212	-	2949	69	91	58	754	681	1693	599	609	769	1320	641	656
gene2579	NC_017295.1	2623366	2624034	+	669	7	18	6	57	45	87	89	91	100	62	19	35
gene2580	NC_017295.1	2624713	2626386	+	1674	169	189	122	1044	1281	4829	615	722	951	2445	1142	1000
